"uri"	"language"	"interactivity_type"	"interactivity_level"	"learning_resource_type"	"title"	"description"	"age_range"
"http://vishub.org/excursions/2155"	"en"	"null"	"null"	"[narrative text, table]"	"ORGANICA - Maria"	"Slides presentation about ORGANICA. CONCEPTOS BÁSICOS"	">18"
"http://vishub.org/excursions/1399"	"en"	"null"	"null"	"[narrative text, table]"	"Main British Celebrations - Susana"	"Slides presentation about Main British Celebrations. Let´s find out more about some typical British celebrations"	">18"
"http://vishub.org/excursions/1993"	"en"	"null"	"null"	"[narrative text, table]"	"Experimento sobre difusión con Lacasitos - Club de ciencia"	"Slides presentation about Experimento sobre difusión con Lacasitos. Resumen de la investigación realizada por Saray Boo, Ainara Candal, Tamara Cancela y Martín Villaverde"	">18"
"http://vishub.org/excursions/1550"	"en"	"null"	"null"	"[narrative text, table]"	"El código da Vinci. Post - Grupo investigación IES David Buján"	"Slides presentation about El código da Vinci. Post. El simbologista Robert tiene que acudir una noche a un museo, cuando el asesinato de un conservador deja tras de sí un misterioso rastro de símbolos y pistas. Con su propia vida en juego, Langdon, ayudado por la criptógrafa de la policía Sophie , descubre una serie de asombrosos secretos ocultos en la obra de Leonardo Da Vinci, secretos que apuntan todos a una sociedad secreta encargada de custodiar un antiguo secreto que ha permanecido oculto durante dos mil años."	">18"
"http://vishub.org/excursions/1197"	"en"	"null"	"null"	"[narrative text, table]"	"Medidas Extraordinarias. Reseña de la película - Grupo investigación IES David Buján"	"Slides presentation about Medidas Extraordinarias. Reseña de la película. "	">18"
"http://vishub.org/excursions/120"	"en"	"null"	"null"	"[narrative text, table]"	"Identificación bacteriana - Carlos de Paz Villasenin"	"Slides presentation about Identificación bacteriana. Actividad interactiva de identificación bacteriana. La acción se desarrolla en un laboratorio virtual. El usuario debe seguir procedimientos básicos de microbiología para tratar de identificar una muestra problema. El objeto de aprendizaje es capaz de monitorizar la actividad del usuario detectando potenciales riesgos de contaminación."	">18"
"http://vishub.org/excursions/1386"	"en"	"null"	"null"	"[narrative text, table]"	"EL LENGUAJE NO VERBAL - Isabel Murillo"	"Slides presentation about EL LENGUAJE NO VERBAL. DISTINTAS FORMAS DE COMUNICACIÓN EN LAS DISTINTAS CULTURAS"	">18"
"http://vishub.org/excursions/2027"	"en"	"null"	"null"	"[narrative text, table]"	"Garraiobideak - Iosu Izal"	"Slides presentation about Garraiobideak. Garraiobideei buruz ikasi!"	">18"
"http://vishub.org/excursions/1263"	"en"	"null"	"null"	"[narrative text, table]"	"Age Ice  - Grupo investigación IES David Buján"	"Slides presentation about Age Ice . "	">18"
"http://vishub.org/excursions/581"	"en"	"null"	"null"	"[narrative text, table]"	"Les Misérables - Aroa de Andres"	"Slides presentation about Les Misérables. Pechakucha"	">18"
"http://vishub.org/excursions/1892"	"en"	"null"	"null"	"[narrative text, table]"	"Tabela periódica - ViSH"	"Slides presentation about Tabela periódica. 
Esta ILS pretende que os alunos desenvolvam as competências relativamente 
às propriedades periódicas dos elementos. 

Nomeadamente identificar as propriedades dos elementos pelas descrições 
existentes na tabela.

 

 

"	">18"
"http://vishub.org/excursions/458"	"en"	"null"	"null"	"[narrative text, table]"	"Medida del tiempo de reacción - Manuel Cid Fernández"	"Slides presentation about Medida del tiempo de reacción. Propuesta de actividades para medir el tiempo de reacción de las personas"	">18"
"http://vishub.org/excursions/1717"	"en"	"null"	"null"	"[narrative text, table]"	"SAUCE LLORON  - NSP1B2015"	"Slides presentation about SAUCE LLORON . "	">18"
"http://vishub.org/excursions/660"	"en"	"null"	"null"	"[narrative text, table]"	"Ballet - Sofía"	"Slides presentation about Ballet. Pecha Kucha sobre el Ballet"	">18"
"http://vishub.org/excursions/2170"	"en"	"null"	"null"	"[narrative text, table]"	"ViSH Editor Tema 5 - ViSH"	"Slides presentation about ViSH Editor Tema 5. ViSH Editor Tema 5"	">18"
"http://vishub.org/excursions/1841"	"en"	"null"	"null"	"[narrative text, table]"	"Kas on hea olla ilus? 2015 - ViSH"	"Slides presentation about Kas on hea olla ilus? 2015. Õpid kui tähtis on evolutsiooni mõistmiseks aru saada loodusliku ja 
sugulise valiku protsessidest. Nende teemade õppimiseks töötad läbi 
uurimistsükli, mis koosneb viiest uurimisetapist (suunaseadmine; küsimuste 
ja hüpoteeside püstitamine; uurimine; järeldamine; arutelu). Lisaks 
bioloogia õppimisele omandad ka teadusliku uurimuse läbiviimiseks vajalikud 
oskused. Samuti on Sul hea võimalus läbi viia katseid virtuaalses laboris 
„Suguline valik gupidel"" (Sexual Selection in Guppies) ja koguda ning 
analüüsida andmeid samamoodi nagu bioloog John Endler, kui ta uuris 
1970ndatel aastatel esmakordselt gupide loodusliku ja sugulise valiku 
tasakaalu.

"	">18"
"http://vishub.org/excursions/801"	"en"	"null"	"null"	"[narrative text, table]"	"Nanopinion - Enrique"	"Slides presentation about Nanopinion. Excursion about the nanotecnologies in a phone"	">18"
"http://vishub.org/excursions/396"	"en"	"null"	"null"	"[narrative text, table]"	"Blenda  - 2º ESO IES David Buján"	"Slides presentation about Blenda . Caracteristicas, método de identificación y localizacion de la Blenda"	">18"
"http://vishub.org/excursions/773"	"en"	"null"	"null"	"[narrative text, table]"	"kjhds - Aurora Aparicio Manrique"	"Slides presentation about kjhds. +0o"	">18"
"http://vishub.org/excursions/1802"	"en"	"null"	"null"	"[narrative text, table]"	"Electricity - An Alternative approach of Ohm's Law - ViSH"	"Slides presentation about Electricity - An Alternative approach of Ohm's Law. This inquiry space is an alternative way to introduce the Ohm's law, by 
having the students manipulate the variables of voltage (V) and resistance 
(R), in order to investigate how the electric current (I) is influenced.

"	">18"
"http://vishub.org/excursions/1393"	"en"	"null"	"null"	"[narrative text, table]"	"despido disciplinario - maria"	"Slides presentation about despido disciplinario. "	">18"
"http://vishub.org/excursions/1906"	"en"	"null"	"null"	"[narrative text, table]"	"Λεκάνες απορροής - ViSH"	"Slides presentation about Λεκάνες απορροής. /Th//e future is a picture/

/(από το ποίημα  “The future” της Dolapo Ogunwale)  /

/(///shortlink: http://wp.me/p3oRiZ-fo/)/

"	">18"
"http://vishub.org/excursions/2115"	"en"	"null"	"null"	"[narrative text, table]"	"20 frases célebres sobre el trabajo en equipo - Gemma Oscariz Moso"	"Slides presentation about 20 frases célebres sobre el trabajo en equipo. descripción del trabajo en equipo a través de 20 frases"	">18"
"http://vishub.org/excursions/114"	"en"	"null"	"null"	"[narrative text, table]"	"A VERY PARTICULAR PHYSICS - Ana Pons"	"Slides presentation about A VERY PARTICULAR PHYSICS. A exhibition at the Príncipe Felipe Science Museum in Valencia (Spain) covering some of the most relevant topics in physics.
"	">18"
"http://vishub.org/excursions/1382"	"en"	"null"	"null"	"[narrative text, table]"	"Coud Computing - Itziar"	"Slides presentation about Coud Computing. Interneteko lainoan eskaintzen zaizkigun aplikazioen erabilera eta babes neurriak"	">18"
"http://vishub.org/excursions/1168"	"en"	"null"	"null"	"[narrative text, table]"	"ser feliz es gratis - claudia cecilia rodriguez gomez"	"Slides presentation about ser feliz es gratis. "	">18"
"http://vishub.org/excursions/1903"	"en"	"null"	"null"	"[narrative text, table]"	"Απόβλητα - ViSH"	"Slides presentation about Απόβλητα. /the moon refuses to step out. / //dark clouds happily file in, /pushing the 
stars away. / the cold winds follow decisively. / feelings heighten in the 
environment/

/(από το ποίημα  “The burning rose” της Brenda Bakomora 
Dokmah) / 

(/shortlink: http://wp.me/p3oRiZ-fo/)

"	">18"
"http://vishub.org/excursions/628"	"es"	"null"	"null"	"[narrative text, table]"	"Módulo 1 de HTML5MOOC - Enrique"	"Slides presentation about Módulo 1 de HTML5MOOC. Herramienta para probar el código javascript y los ejemplos del módulo 1 del curso @HTML5MOOC de FirefoxOS"	"16-17"
"http://vishub.org/excursions/403"	"en"	"null"	"null"	"[narrative text, table]"	"Matičná doska - Lukas"	"Slides presentation about Matičná doska. ..."	">18"
"http://vishub.org/excursions/1634"	"en"	"null"	"null"	"[narrative text, table]"	"Cáncer de piel - Jose Viñas"	"Slides presentation about Cáncer de piel. Pretendemos realizar una excursión por laboratorios virtuales, buscando conocer, de forma lúdica, algo más sobre el cáncer. "	">18"
"http://vishub.org/excursions/1520"	"en"	"null"	"null"	"[narrative text, table]"	"Historia de la Unión Europea (I): Sus inicios - emna quintero niño"	"Slides presentation about Historia de la Unión Europea (I): Sus inicios. BREVE	HISTORIA	DE	LA	UNIÓN	EUROPEA "	">18"
"http://vishub.org/excursions/1224"	"en"	"null"	"null"	"[narrative text, table]"	"Oficina Bancaria - Juan Quemada"	"Slides presentation about Oficina Bancaria. "	">18"
"http://vishub.org/excursions/1904"	"en"	"null"	"null"	"[narrative text, table]"	"Η ζωή και ο θάνατος των αστεριών - ViSH"	"Slides presentation about Η ζωή και ο θάνατος των αστεριών. Σχέδιο μαθήματος για τη ζωή και το θάνατο 
των αστεριών. Χρησιμοποιούνται οι 
εφαρμογές ""star in a box"" και ""HR diagram explorer"" για να 
παρακολουθήσουμε την εξέλιξη των 
αστεριών ανάλογα με τη μέγεθός τους. 
Μαθαίνουμε τι είναι supernova, κόκκινος 
γίγαντας, άσπρος νάνος και κύρια 
ακολουθία. 

"	">18"
"http://vishub.org/excursions/675"	"en"	"null"	"null"	"[narrative text, table]"	"Robotica educativa - Tullia Urschitz"	"Slides presentation about Robotica educativa. Nella società che sta mutando, lo sviluppo delle scienze e della tecnologia ha cambiato il nostro modo di vivere e di comunicare. Le informazioni che giungono attraverso diversi tipi di canali di comunicazione, impongono che i ragazzi imparino a interpretarle, per essere protagonisti attivi in grado di porsi problemi, comprendere le cause e studiare strategie efficaci di risoluzione, acquisendo consapevolezza delle conseguenze delle proprie scelte. L’utilizzo della robotica educativa consente un apprendimento partecipato e costruito a partire dall’esperienza. I ragazzi acquisiscono competenze attraverso la ricerca, il confronto tra pari, la rielaborazione condivisa, la riflessione sul metodo di lavoro."	">18"
"http://vishub.org/excursions/765"	"en"	"null"	"null"	"[narrative text, table]"	"19 Alejandro - 2013 - I measure the height - Luis Vaquerizo"	"Slides presentation about 19 Alejandro - 2013 - I measure the height. Students measure the height using different Alternatives for Innovative Math Study."	">18"
"http://vishub.org/excursions/2086"	"en"	"null"	"null"	"[narrative text, table]"	"SEO para PYMEs - ViSH"	"Slides presentation about SEO para PYMEs. Criterios y pasos para establecer procesos SEO competitivos para PYMEs.
Autor: Aleyda Solis
Fuente: http://www.slideshare.net/aleydasolis/seo-para-pymes-en-sme2015"	">18"
"http://vishub.org/excursions/193"	"en"	"null"	"null"	"[narrative text, table]"	"Mathematical games - Maruzs László"	"Slides presentation about Mathematical games. The Tower of Hanoi, Eight queens, Seven Bridges of Königsberg"	">18"
"http://vishub.org/excursions/2112"	"en"	"null"	"null"	"[narrative text, table]"	"Imagen sobre el trabajo en equipo 1 - Gemma Oscariz Moso"	"Slides presentation about Imagen sobre el trabajo en equipo 1. Primera imagen sobre el trabajo en equipo"	">18"
"http://vishub.org/excursions/1832"	"en"	"null"	"null"	"[narrative text, table]"	"Il galleggiamento (the buoyancy) - ViSH"	"Slides presentation about Il galleggiamento (the buoyancy). La presente attività è rivolta ad alunni della scuola secondaria di primo 
grado. Attraverso una serie di compiti l'alunno giungerà a comprendere il 
concetto di densità e il principio di Archimede.

"	">18"
"http://vishub.org/excursions/663"	"en"	"null"	"null"	"[narrative text, table]"	"RRLAB - Mari Carmen"	"Slides presentation about RRLAB. Sistema de unidades didácticas de física que utiliza la realidad remota con el objetivo de que los alumnos sean capaces de comprender de una forma más atractiva y precisa los conceptos que están estudiando en clase. El sistema desarrollado es una mezcla de realidad virtual más realidad aumentada: disponemos de un entorno real, al que superponemos elementos virtuales, pero el detalle más novedoso consiste en que tanto el entorno real como los elementos virtuales pueden ser modificados por el usuario del sistema, y todo ello se puede hacer desde un lugar físico distinto, de manera remota."	">18"
"http://vishub.org/excursions/751"	"en"	"null"	"null"	"[narrative text, table]"	"5 Sergio - 2013 - I measure the height - Luis Vaquerizo"	"Slides presentation about 5 Sergio - 2013 - I measure the height. Students measure the height using different Alternatives for Innovative Math Study."	">18"
"http://vishub.org/excursions/1318"	"en"	"null"	"null"	"[narrative text, table]"	"Estilos word 2007 - Idoia"	"Slides presentation about Estilos word 2007. Estilos word 2007"	">18"
"http://vishub.org/excursions/409"	"en"	"null"	"null"	"[narrative text, table]"	"Lesson 04 0 Page 44 - Luis Vaquerizo"	"Slides presentation about Lesson 04 0 Page 44. Materials"	">18"
"http://vishub.org/excursions/1850"	"en"	"null"	"null"	"[narrative text, table]"	"Medição das propriedades de isolamento térmico de diferentes materiais (5/8) - ViSH"	"Slides presentation about Medição das propriedades de isolamento térmico de diferentes materiais (5/8). Esta ILS é a quinta de 8 ILS adaptadas do projeto Stablish - Designing a Low 
Energy Home 
(http://www.establish-fp7.eu/resources/units/designing-low-energy-home [1] ). 
Tem como objetivo ser uma abordagem IBSE à Termodinâmica.
É necessária a prévia construção de caixas de diferentes materiais, que 
vão simular casas e diferentes isolamentos térmicos possíveis.


[1] http://www.epalmada.pt
"	">18"
"http://vishub.org/excursions/562"	"en"	"null"	"null"	"[narrative text, table]"	"Volcans - tina michetti"	"Slides presentation about Volcans. Découverte des volcans"	">18"
"http://portal.discoverthecosmos.eu/node/93550"	"en"	"null"	"null"	"[table]"	"Zoom from galaxies to LHC | Discover the COSMOS"	"Original Title: Keywords: Galaxy LHC accelerator collisions Description:  Zoom from galaxies to LHC Navigation  Languages."	">18"
"http://vishub.org/excursions/1735"	"en"	"null"	"null"	"[narrative text, table]"	"quiz - Valeria"	"Slides presentation about quiz. "	">18"
"http://vishub.org/excursions/476"	"en"	"null"	"null"	"[narrative text, table]"	"GMO-Génmódosított élelmiszerek - Tamás Varga"	"Slides presentation about GMO-Génmódosított élelmiszerek. A Génmódisítást egyszerűen, gyorsan áttekinthetően mutatja be a diasorozat, amellyel lehetővé válik, hogy a tanulók egyszerűen, gyorsan, közérthetően sajátíthassák el a biotechnológia alapműveletének egyikét, a génmódosítást. Megfigyelhetik a génmódosítás hasznát, és elterjedést a magyar és a nemzetközi színtereken."	">18"
"http://vishub.org/excursions/1299"	"en"	"null"	"null"	"[narrative text, table]"	"La amenaza fantasma - Grupo investigación IES David Buján"	"Slides presentation about La amenaza fantasma. Película de ciencia ficción de la saga Star Wars, dirigida por George Lucas. "	">18"
"http://portal.discoverthecosmos.eu/node/93568"	"en"	"null"	"null"	"[table]"	"Analysing Events in the ATLAS detector with Minerva | Discover the COSMOS"	"Original Title: Keywords: particle physics cern lhc atlas quarks leptons bosons high energy collisions Description:  Analysing Events in the ATLAS detector with Minerva Navigation  Languages."	">18"
"http://vishub.org/excursions/1923"	"en"	"null"	"null"	"[narrative text, table]"	"Cultivo de Codorniz - 8naranjal2015"	"Slides presentation about Cultivo de Codorniz. Características generales del cultivo de codorniz."	">18"
"http://vishub.org/excursions/1543"	"en"	"null"	"null"	"[narrative text, table]"	"Accesibilidad web - Sergio Álvarez García"	"Slides presentation about Accesibilidad web. Concepto, principios básicos y evaluaciòn de la Accesibilidad web"	">18"
"http://vishub.org/excursions/937"	"en"	"null"	"null"	"[narrative text, table]"	"常见的修辞手法 - Andy"	"Slides presentation about 常见的修辞手法. 常见的修辞手法"	">18"
"http://vishub.org/excursions/157"	"en"	"null"	"null"	"[narrative text, table]"	"Ibercivis Monitoring system - Fermin"	"Slides presentation about Ibercivis Monitoring system. Do you want to see the status of the volunteer-based e-infrastructure Ibercivis? You can see the number of workunits ready to be sent, the different applications being executed at home, the percentage of validated results... "	">18"
"http://vishub.org/excursions/567"	"en"	"null"	"null"	"[narrative text, table]"	"Fútbol - Verónica"	"Slides presentation about Fútbol. Presentación"	">18"
"http://vishub.org/excursions/406"	"en"	"null"	"null"	"[narrative text, table]"	"Lesson 08 1 Page 90 - Luis Vaquerizo"	"Slides presentation about Lesson 08 1 Page 90. Forces and structures"	">18"
"http://vishub.org/excursions/1833"	"en"	"null"	"null"	"[narrative text, table]"	"Impact Scenarios in the Classroom - ViSH"	"Slides presentation about Impact Scenarios in the Classroom. Impact Scenarios in the Classroom is an activity that involves down2earth 
software to investigate the projectile parameters of existing twin lakes at 
Zerelia (Central Greece).

"	">18"
"http://vishub.org/excursions/1985"	"en"	"null"	"null"	"[narrative text, table]"	"Gotas de agua en una moneda - Gabriela Gesto Gomis"	"Slides presentation about Gotas de agua en una moneda. "	">18"
"http://vishub.org/excursions/410"	"en"	"null"	"null"	"[narrative text, table]"	"Lesson 04 0 Page 45 - Luis Vaquerizo"	"Slides presentation about Lesson 04 0 Page 45. Materials"	">18"
"http://vishub.org/excursions/1113"	"en"	"null"	"null"	"[narrative text, table]"	"BQ - MashMeTV"	"Slides presentation about BQ. bqmola"	">18"
"http://vishub.org/excursions/1929"	"en"	"null"	"null"	"[narrative text, table]"	"cultivo de tomate de invernadero  - 8naranjal2015"	"Slides presentation about cultivo de tomate de invernadero . "	">18"
"http://vishub.org/excursions/2078"	"en"	"null"	"null"	"[narrative text, table]"	"Diseño de interfaces Web y Usabilidad - ViSH"	"Slides presentation about Diseño de interfaces Web y Usabilidad. Saliendo del cubículo. Usabilidad y Experiencia de Usuario.
Diseño de interfaces Web y Usabilidad.
Esta obra está bajo una licencia de Creative Commons.
Autor: Juan Manuel Carraro,
Fuente: http://es.slideshare.net/carrarojm/saliendo-del-cubculo-usabilidad-y-experiencia-de-usuario"	">18"
"http://vishub.org/excursions/1027"	"en"	"null"	"null"	"[narrative text, table]"	"Snap - Build Your Own Blocks - Enrique"	"Slides presentation about Snap - Build Your Own Blocks. Snap - Build Your Own Blocks. A visual programming language inspired by Scratch http://snap.berkeley.edu. Getting from https://github.com/jmoenig/Snap--Build-Your-Own-Blocks ."	">18"
"http://vishub.org/excursions/185"	"en"	"null"	"null"	"[narrative text, table]"	"L'évolution - Chatzigiannis"	"Slides presentation about L'évolution. Il s'agit de questions en rapport avec la galerie de l'évolution au Musée des Sciences Naturelles à Bruxelles. Les élèves sont amenés à observer les évènements marquants en terme d'évolution du Précambrien jusqu'à nos jours"	">18"
"http://vishub.org/excursions/435"	"en"	"null"	"null"	"[narrative text, table]"	"6 The electronic dice: Reading the colour coding - Luis Vaquerizo"	"Slides presentation about 6 The electronic dice: Reading the colour coding. The electronic dice is an ingenious-science activity."	">18"
"http://vishub.org/excursions/2121"	"en"	"null"	"null"	"[narrative text, table]"	"LA ESCUCHA ACTIVA - Consuelo Gallego"	"Slides presentation about LA ESCUCHA ACTIVA. En este tema se define y explica en qué consiste la escucha activa y cómo se puede realizar y mejorar."	">18"
"http://vishub.org/excursions/2162"	"en"	"null"	"null"	"[narrative text, table]"	"Encuesta Redes de clubes de ciencia. - Jose Viñas"	"Slides presentation about Encuesta Redes de clubes de ciencia.. Encuesta para los mentores de la Red de clubes de ciencia Glu-ON"	">18"
"http://vishub.org/excursions/329"	"en"	"null"	"null"	"[narrative text, table]"	"Test-excursion - Magnus Thelin"	"Slides presentation about Test-excursion. Just to test"	">18"
"http://vishub.org/excursions/1692"	"en"	"null"	"null"	"[narrative text, table]"	"Elastómeros - inesyblanka"	"Slides presentation about Elastómeros. "	">18"
"http://vishub.org/excursions/1400"	"en"	"null"	"null"	"[narrative text, table]"	"EL GRUPO HIDRÁULICO - Diego"	"Slides presentation about EL GRUPO HIDRÁULICO. Aquí se describen las principales partes del grupo hidráulico y algunas de sus características."	">18"
"http://vishub.org/excursions/829"	"en"	"null"	"null"	"[narrative text, table]"	"Tema 7.6 : Audio Video HTML5 - Álvaro"	"Slides presentation about Tema 7.6 : Audio Video HTML5. Tema 7.6. del MOOC Desarrollo de Aplicaciones Web en HTML5 y para moviles Firefox OS. Accesible a traves de https://www.miriadax.net/web/firefox-os"	">18"
"http://vishub.org/excursions/758"	"en"	"null"	"null"	"[narrative text, table]"	"12 Sara - 2013 - I measure the height - Luis Vaquerizo"	"Slides presentation about 12 Sara - 2013 - I measure the height. Students measure the height using different Alternatives for Innovative Math Study."	">18"
"http://vishub.org/excursions/2163"	"en"	"null"	"null"	"[narrative text, table]"	"Autoevaluación  - SARA"	"Slides presentation about Autoevaluación . Autoevaluación del tema de divisibilidad (1º ESO)"	">18"
"http://vishub.org/excursions/1261"	"en"	"null"	"null"	"[narrative text, table]"	"El dilema - Grupo investigación IES David Buján"	"Slides presentation about El dilema. "	">18"
"http://vishub.org/excursions/810"	"en"	"null"	"null"	"[narrative text, table]"	"Competencias Galicia - Jose Viñas"	"Slides presentation about Competencias Galicia. Documentos raiz de desenvolvemento das competencias básicas para os proxectos a realizar no grupo Educabarrié, atendendo as últimas actualzacións da Consellería de Educación"	">18"
"http://vishub.org/excursions/715"	"en"	"null"	"null"	"[narrative text, table]"	"Collection Water bottle rocket SOFT - Luis Vaquerizo"	"Slides presentation about Collection Water bottle rocket SOFT. All Water bottle rocket SOFT virtual excursions in one single slide show."	">18"
"http://vishub.org/excursions/972"	"en"	"null"	"null"	"[narrative text, table]"	"Streaming HD de la Tierra desde la ISS. 24/7 - Fermin"	"Slides presentation about Streaming HD de la Tierra desde la ISS. 24/7. ""During periods of loss of signal with the ground 
or when HDEV is not operating, a gray color slate or previously recorded
video may be seen"""	">18"
"http://vishub.org/excursions/600"	"en"	"null"	"null"	"[narrative text, table]"	"Tipos de procariotas - Saandra H"	"Slides presentation about Tipos de procariotas. En esta excursión haremos un recorrido por los principales tipos de células procariotas."	">18"
"http://portal.discoverthecosmos.eu/node/93557"	"en"	"null"	"null"	"[table]"	"Fun Facts about the LHC and Elephants | Discover the COSMOS"	"Original Title: Keywords: Description:  Fun Facts about the LHC and Elephants Navigation  Languages."	">18"
"http://vishub.org/excursions/1321"	"en"	"null"	"null"	"[narrative text, table]"	"Practicar la atención - Jimena"	"Slides presentation about Practicar la atención. Ejercicios para practicar la atención"	">18"
"http://vishub.org/excursions/141"	"en"	"null"	"null"	"[narrative text, table]"	"TJ-II Fusion reactor - Fermin"	"Slides presentation about TJ-II Fusion reactor. Located at CIEMAT, Madrid"	">18"
"http://vishub.org/excursions/1101"	"en"	"null"	"null"	"[narrative text, table]"	"Hackatin2014 #2 Moviendo a Cloudy - Lourdes"	"Slides presentation about Hackatin2014 #2 Moviendo a Cloudy. En esta entrega aprenderás a mover a Cloudy, la pequeña mascota de Vish. Conseguirás que pueda recorrer la pantalla moviéndose arriba, abajo, a derecha y a izquierda."	">18"
"http://vishub.org/excursions/1448"	"en"	"null"	"null"	"[narrative text, table]"	"El planeta de los simios - Grupo investigación IES David Buján"	"Slides presentation about El planeta de los simios. Resumen y tráiler de la película del Planeta de los simios. Hecho por Cristina Balboa, Lucía Ferreiro, María Varela y Yulenny Nicolás."	">18"
"http://vishub.org/excursions/763"	"en"	"null"	"null"	"[narrative text, table]"	"17 Ignacio - 2013 - I measure the height - Luis Vaquerizo"	"Slides presentation about 17 Ignacio - 2013 - I measure the height. Students measure the height using different Alternatives for Innovative Math Study."	">18"
"http://vishub.org/excursions/197"	"en"	"null"	"null"	"[narrative text, table]"	"El laboratorio de Microbiología es particular - Carlos de Paz Villasenin"	"Slides presentation about El laboratorio de Microbiología es particular. Introducción al ABC de un laboratorio de microbiología"	">18"
"http://vishub.org/excursions/992"	"en"	"null"	"null"	"[narrative text, table]"	"Malachite - 2º ESO IES David Buján"	"Slides presentation about Malachite. Properties, chemical identification and geographical location."	">18"
"http://vishub.org/excursions/1104"	"en"	"null"	"null"	"[narrative text, table]"	"Technology contents - Luis Vaquerizo"	"Slides presentation about Technology contents. Technology introduction. This is a CLIL slide show  for 12 year old students."	">18"
"http://vishub.org/excursions/637"	"en"	"null"	"null"	"[narrative text, table]"	"Mapas semánticos -Español- - Mari Carmen"	"Slides presentation about Mapas semánticos -Español-. ¿Cuál es la relación percibida entre palabras?

Esto sigue siendo un tema complejo para los especialistas semánticos. 
A través de este vídeo-juego se intenta que el usuario defina las distancias entre las palabras. 
El análisis semántico es un gran desafío para la ciencia y la innovación, ya que es una tarea muy compleja que requiere de modelos avanzados y validaciones de expertos. Una técnica común es determinar qué palabras son muy similares o tienen un significado relacionado."	">18"
"http://vishub.org/excursions/1333"	"en"	"null"	"null"	"[narrative text, table]"	"LOS PROBLEMAS DEL AGUA (II) - ROBERTO SÁNCHEZ HERNÁNDEZ"	"Slides presentation about LOS PROBLEMAS DEL AGUA (II). Visionado de un vídeo con cuestiones para realizar un debate en clase."	">18"
"http://vishub.org/excursions/497"	"en"	"null"	"null"	"[narrative text, table]"	"Cuarzo rosa - 2º ESO IES David Buján"	"Slides presentation about Cuarzo rosa. Cuarzo rosa.
Hecho por Andrea Román Guindal.
Corregido por José Viñas."	">18"
"http://vishub.org/excursions/2113"	"en"	"null"	"null"	"[narrative text, table]"	"Imagen 2 sobre trabajo en equipo - Gemma Oscariz Moso"	"Slides presentation about Imagen 2 sobre trabajo en equipo. Descripción visual de la filosofia del trabajo en equipo"	">18"
"http://vishub.org/excursions/1256"	"en"	"null"	"null"	"[narrative text, table]"	"Venus Flytrap Video Quiz - ViSH"	"Slides presentation about Venus Flytrap Video Quiz. A little excursion about Venus Flytrap and Pitcher plants."	">18"
"http://vishub.org/excursions/2024"	"en"	"null"	"null"	"[narrative text, table]"	"Escritores viajando en el tiempo - Javier Sanz"	"Slides presentation about Escritores viajando en el tiempo. Conocimiento de los lugares en los que nacieron diferentes escritores"	">18"
"http://vishub.org/excursions/1367"	"en"	"null"	"null"	"[narrative text, table]"	"Embalajes  - Ignacio"	"Slides presentation about Embalajes . Diseño de embalajes"	">18"
"http://vishub.org/excursions/445"	"en"	"null"	"null"	"[narrative text, table]"	"2012 - The water bottle rocket by Laura and Laura - Luis Vaquerizo"	"Slides presentation about 2012 - The water bottle rocket by Laura and Laura. "	">18"
"http://vishub.org/excursions/1847"	"en"	"null"	"null"	"[narrative text, table]"	"Lunar Phases  - ViSH"	"Slides presentation about Lunar Phases . This inquiry space aims to enable students explain the lunar phases, evaluate 
and revise their explanations through argumentation practices

"	">18"
"http://vishub.org/excursions/1796"	"en"	"null"	"null"	"[narrative text, table]"	"Densidade e flutuação dos corpos - ViSH"	"Slides presentation about Densidade e flutuação dos corpos. Esta atividade destina-se a alunos do ensino básico e pretende investigar de 
que fatores depende a flutuação de um objeto usando um Recurso Educativo 
Digital.

"	">18"
"http://vishub.org/excursions/1935"	"en"	"null"	"null"	"[narrative text, table]"	"cultivo de mojarra - 8naranjal2015"	"Slides presentation about cultivo de mojarra. Este es un pez de forma alargada, oval y de cuerpo relativamente pequeño. Poseen una cabeza de forma angular. Gracias a su mandíbula este pez puede capturar presas de gran tamaño, el labio de arriba es más grande que el de abajo, su aleta caudal es de forma redondeada"	">18"
"http://vishub.org/excursions/1349"	"en"	"null"	"null"	"[narrative text, table]"	"Gincana Xeolóxica 1 - Eva Pazos Malvido"	"Slides presentation about Gincana Xeolóxica 1. Percorrido por Vilanova de Arousa identificando rochas.
Grupo 1"	">18"
"http://vishub.org/excursions/1297"	"en"	"null"	"null"	"[narrative text, table]"	"Cadena de favores. Reseña de la película - Grupo investigación IES David Buján"	"Slides presentation about Cadena de favores. Reseña de la película. "	">18"
"http://vishub.org/excursions/1017"	"en"	"null"	"null"	"[narrative text, table]"	"Test 1 - Carlos Estebala del Prado"	"Slides presentation about Test 1. Primer trabajo con vish"	">18"
"http://vishub.org/excursions/1344"	"en"	"null"	"null"	"[narrative text, table]"	"Uso del polímetro - Iñaki Araiz"	"Slides presentation about Uso del polímetro. Descripción y uso del polímetro"	">18"
"http://vishub.org/excursions/757"	"en"	"null"	"null"	"[narrative text, table]"	"11 Elisa - 2013 - I measure the height - Luis Vaquerizo"	"Slides presentation about 11 Elisa - 2013 - I measure the height. Students measure the height using different Alternatives for Innovative Math Study."	">18"
