"uri","lom_title","lli_title","title_sim","lom_description","lli_description","description_sim","lom_language","lli_language","language_sim","lom_interactivity_type","lli_interactivity_type","interactivity_type_sim","lom_learning_resource_type","lli_learning_resource_type","learning_resource_type_sim","lom_interactivity_level","lli_interactivity_level","interactivity_level_sim","lom_age_range","lli_age_range","age_range_sim"
"http://vishub.org/excursions/1797","Derreter gelo em placas de diferentes materiais (4/8)","Derreter gelo em placas de diferentes materiais (4/8) - ViSH","7","Esta ILS é a quarta de 8 ILS adaptadas do projeto Stablish - Designing a Low Energy Home (http://www.establish-fp7.eu/resources/units/designing-low-energy-home [1] ). Tem como objetivo ser uma abordagem IBSE à Termodinâmica.É necessária a prévia construção de caixas de diferentes materiais, que vão simular casas e diferentes isolamentos térmicos possíveis.[1] http://www.epalmada.pt, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Derreter gelo em placas de diferentes materiais (4/8). Esta ILS é a quarta de 8 ILS adaptadas do projeto Stablish - Designing a Low 
Energy Home 
(http://www.establish-fp7.eu/resources/units/designing-low-energy-home [1] ). 
Tem como objetivo ser uma abordagem IBSE à Termodinâmica.
É necessária a prévia construção de caixas de diferentes materiais, que 
vão simular casas e diferentes isolamentos térmicos possíveis.


[1] http://www.epalmada.pt
","0.39655173","pt","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 18",">18",""
"http://vishub.org/excursions/1555","OpenStack Overview","OpenStack Overview - pverdugo","11","An overview of main projects in the OpenStack ecosystem, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., A first approximation to an OpenStack cluster structure, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about OpenStack Overview. An overview of main projects in the OpenStack ecosystem","0.12328767","en","en","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","0 - 30",">18",""
"http://vishub.org/excursions/1313","2012 The electronic dice. Alicia - Sofia","2012 The electronic dice. Alicia - Sofia - Luis Vaquerizo","17","2012 The electronic dice. Alicia - Sofia. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about 2012 The electronic dice. Alicia - Sofia. ","0.104477614","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 15",">18",""
"http://vishub.org/excursions/1558","Las políticas comunes de la UE","Las políticas comunes de la UE - Daniel Vaquerin","18","En la presente excursión vamos a desarrollar cuáles son las principales líneas prioritarias de la UE:- Política económica- Política de justicia y asuntos de interior.- Política Exterior y de Segurar Común- Los derechos de la ciudadanía- Política educativa, científica y cultural, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Las políticas comunes de la UE. En la presente excursión vamos a desarrollar cuáles son las principales líneas prioritarias de la UE:
- Política económica
- Política de justicia y asuntos de interior.
- Política Exterior y de Segurar Común
- Los derechos de la ciudadanía
- Política educativa, científica y cultural
","0.3125","es","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","17 - 18",">18",""
"http://vishub.org/excursions/1799","Discover the Z boson","Discover the Z boson - ViSH","7","Students will use the experimental data collected by the ATLAS experiment at CERN to “discover” invisible particles and calculate their mass. For this purpose they will identify different lepton types and use Einstein’s famous equation for the equivalence of mass and energy. They will also us vector addition to add the momenta of several particles which are the decay products of the invisible particles. The particle they will be looking for is the particle responsible for the weak force, the Z boson., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Discover the Z boson. Students will use the experimental data collected by the ATLAS experiment at 
CERN to “discover” invisible particles and calculate their mass. For this 
purpose they will identify different lepton types and use Einstein’s famous 
equation for the equivalence of mass and energy. They will also us vector 
addition to add the momenta of several particles which are the decay products 
of the invisible particles. The particle they will be looking for is the 
particle responsible for the weak force, the Z boson.

","0.5827338","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 0",">18",""
"http://vishub.org/excursions/1315","2012 The electronic dice. Laura - Clara","2012 The electronic dice. Laura - Clara - Luis Vaquerizo","17","2012 The electronic dice. Laura - Clara. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about 2012 The electronic dice. Laura - Clara. ","0.104477614","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 15",">18",""
"http://educainternet.es/excursions/159","Nuevas tecnologías: “educación no prohibición”","Nuevas tecnologías: “educación no prohibición” - Faustina Martín Noguerales","29","La utilización  de las nuevas Tecnologías de la Información y la Comunicación (TICs), entre los niños y adolescentes es algo habitual, de ahí la importancia de educar a los niños las conozcan  para hacer un buen uso de ellas , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Nuevas tecnologías: “educación no prohibición”. La utilización  de las nuevas Tecnologías de la Información y la Comunicación (TICs), entre los niños y adolescentes es algo habitual, de ahí la importancia de educar a los niños las conozcan  para hacer un buen uso de ellas 
","0.38613862","no value","es","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/293","Virtual Tour Doñana","Virtual Tour Doñana - Enrique","10","This is a virtual Tour of Doñana, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Virtual Tour Doñana. This is a virtual Tour of Doñana","0.092307694","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/156","Ciberbullying","Ciberbullying - Daniel","9","En esta excursión realizamos una aproximación al ciberbulluying, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Los objetivos que nos planteamos son los siguientes:    Conocer el ciberbullying o ciberacoso    Plantear estrategias de prevención    , License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Ciberbullying. En esta excursión realizamos una aproximación al ciberbulluying","0.083333336","es","es","true","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 18",">18",""
"http://vishub.org/excursions/1794","Craters on Earth and Other Planets","Craters on Earth and Other Planets - ViSH","7","In this exercise students use the Impact Calculator lab to investigate what happens when a comet it hits the Earth. Through the investigation students get acquainted with the gravitational potential energy while they also practice with using mathematical formulas and making graphs., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial-NoDerivs'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Craters on Earth and Other Planets. In this exercise students use the Impact Calculator lab to investigate what 
happens when a comet it hits the Earth. Through the investigation students 
get acquainted with the gravitational potential energy while they also 
practice with using mathematical formulas and making graphs.

","0.4117647","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","10 - 18",">18",""
"http://vishub.org/excursions/1552","La gestión de la demanda de agua","La gestión de la demanda de agua - Carlos Novillo","17","La gestión de la demanda de agua, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about La gestión de la demanda de agua. La gestión de la demanda de agua","0.08695652","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1793","Cráteres","Cráteres - ViSH","7","En este espacio los estudiantes usan un Simulador de impactos para investigar qué ocurre cuando un meteorito impacta contra la superficie terrestre. A través de esta investigación los estudiantes profundizan en ciertos conceptos físicos relacionados con la fuerza y el movimiento al mismo tiempo que manejan ecuaciones básicas y gráficos matemáticos., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial-ShareAlike'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Cráteres. En este espacio los estudiantes usan un Simulador de impactos para investigar 
qué ocurre cuando un meteorito impacta contra la superficie terrestre. A 
través de esta investigación los estudiantes profundizan en ciertos 
conceptos físicos relacionados con la fuerza y el movimiento al mismo tiempo 
que manejan ecuaciones básicas y gráficos matemáticos.

","0.46728972","es","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 16",">18",""
"http://vishub.org/excursions/1551","A flexible open source web platform to facilitate Learning Object evaluation evaluation","A flexible open source web platform to facilitate Learning Object evaluation evaluation - Aldo","7","This paper presents LOEP, an open source web platform that aims to facilitate Learning Object evaluation in different scenarios and educational settings by supporting and integrating several evaluation models and quality metrics. The work exposed in this paper shows that LOEP is capable ofproviding Learning Object evaluation to e-Learning systems in an open, low cost, reliable and effective way. , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., This paper presents LOEP, an open source web platform that aims to facilitate Learning Object evaluation in different scenarios and educational settings by supporting and integrating several evaluation models and quality metrics. , License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about A flexible open source web platform to facilitate Learning Object evaluation evaluation. This paper presents LOEP, an open source web platform that aims to facilitate Learning Object evaluation in different scenarios and educational settings by supporting and integrating several evaluation models and quality metrics. 

The work exposed in this paper shows that LOEP is capable of
providing Learning Object evaluation to e-Learning systems in an open, low cost, reliable and effective way. ","0.45033112","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","20 - 30",">18",""
"http://vishub.org/excursions/1796","Densidade e flutuação dos corpos","Densidade e flutuação dos corpos - ViSH","7","Esta atividade destina-se a alunos do ensino básico e pretende investigar de que fatores depende a flutuação de um objeto usando um Recurso Educativo Digital., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Densidade e flutuação dos corpos. Esta atividade destina-se a alunos do ensino básico e pretende investigar de 
que fatores depende a flutuação de um objeto usando um Recurso Educativo 
Digital.

","0.28235295","pt","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 14",">18",""
"http://vishub.org/excursions/1312","2012 The electronic dice.  Alvaro - Lara","2012 The electronic dice.  Alvaro - Lara - Luis Vaquerizo","17","2012 The electronic dice.  Alvaro - Lara. A Virtual Excursion provided by http://vishub.org., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about 2012 The electronic dice.  Alvaro - Lara. ","0.104477614","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 15",">18",""
"http://vishub.org/excursions/1795","Densidade e Densidade Relativa","Densidade e Densidade Relativa - ViSH","7","Nesta atividade vais tentar descobrir o que é a densidade e a densidade relativa. , This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Densidade e Densidade Relativa. Nesta atividade vais tentar descobrir o que é a densidade e a densidade 
relativa.


 

","0.17567568","pt","en","false","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 18",">18",""
"http://vishub.org/excursions/1311","La Segunda República Española","La Segunda República Española - maluura","10","Material para alumnos del Curso Preparatorio a ciclos formativos de grado superior., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Que los alumnos conozcan los aspectos más relevantes de la Segunda República, a la vez que el origen de la Guerra Civil Española., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about La Segunda República Española. Material para alumnos del Curso Preparatorio a ciclos formativos de grado superior.","0.12903225","no value","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","17 - 20",">18",""
"http://vishub.org/excursions/1553","TodosTienenCero","TodosTienenCero - Pedro G Melendez R","21","espacio educativo, para socialización de conceptos en TI, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Transferencia en linea de conceptos y ejercicios como apoyo a los procesos de formación presencial., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about TodosTienenCero. espacio educativo, para socialización de conceptos en TI","0.088607594","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1790","Conic","Conic - ViSH","7","Geogebra applets about conic., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Reconocimiento'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Conic. Geogebra applets about conic.

","0.05","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","16 - 18",">18",""
"http://vishub.org/excursions/1792","Crater Investigation","Crater Investigation - ViSH","7","An investigation using modelling software to learn about factors affecting crater depth or diameter, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Crater Investigation. An investigation using modelling software to learn about factors affecting 
crater depth or diameter

","0.18309858","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 14",">18",""
"http://vishub.org/excursions/1550","El código da Vinci. Post","El código da Vinci. Post - Grupo investigación IES David Buján","38","El simbologista Robert tiene que acudir una noche a un museo, cuando el asesinato de un conservador deja tras de sí un misterioso rastro de símbolos y pistas. Con su propia vida en juego, Langdon, ayudado por la criptógrafa de la policía Sophie , descubre una serie de asombrosos secretos ocultos en la obra de Leonardo Da Vinci, secretos que apuntan todos a una sociedad secreta encargada de custodiar un antiguo secreto que ha permanecido oculto durante dos mil años., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about El código da Vinci. Post. El simbologista Robert tiene que acudir una noche a un museo, cuando el asesinato de un conservador deja tras de sí un misterioso rastro de símbolos y pistas. Con su propia vida en juego, Langdon, ayudado por la criptógrafa de la policía Sophie , descubre una serie de asombrosos secretos ocultos en la obra de Leonardo Da Vinci, secretos que apuntan todos a una sociedad secreta encargada de custodiar un antiguo secreto que ha permanecido oculto durante dos mil años.","0.5642857","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1791","Conservation of momentum in particle colisions","Conservation of momentum in particle colisions - ViSH","7","In this activity students have the chance to test the conservation of momentum in particle collisions. Using data from the ATLAS experiment at CERN they determine the total momentum from all particles tracked after a particle collision and they calculate (magnitude & direction) the missing momentum., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Conservation of momentum in particle colisions. In this activity students have the chance to test the conservation of 
momentum in particle collisions. Using data from the ATLAS experiment at CERN 
they determine the total momentum from all particles tracked after a particle 
collision and they calculate (magnitude & direction) the missing momentum.

","0.43396226","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 0",">18",""
"http://vishub.org/excursions/1109","Hackatin2014 #3 Llueven recursos","Hackatin2014 #3 Llueven recursos - Lourdes","10","En esta parte del tutorial aprenderemos paso a paso como programar la caída aleatoria de recursos desde la parte superior de la pantalla. También insertaremos el código que nos permitirá que cuando Cloudy los toque, esos recursos desaparezcan., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Hackatin2014 #3 Llueven recursos. En esta parte del tutorial aprenderemos paso a paso como programar la caída aleatoria de recursos desde la parte superior de la pantalla. También insertaremos el código que nos permitirá que cuando Cloudy los toque, esos recursos desaparezcan.","0.3814433","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/163","Prevenir la Tecnoadicción","Prevenir la Tecnoadicción - MARTA SIGUERO","16","En el entorno familiar, cómo y cuándo detectar que el uso de las TIC es desmesurado, adictivo , compulsivo. Consejos para un uso saludable de internet., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Prevenir la Tecnoadicción. En el entorno familiar, cómo y cuándo detectar que el uso de las TIC es desmesurado, adictivo , compulsivo. Consejos para un uso saludable de internet.","0.29069766","no value","es","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://educainternet.es/excursions/160","Las tecnoadicciones y el rendimiento escolar","Las tecnoadicciones y el rendimiento escolar - José G.","10","Guía práctica para informar, detectar y prevenir el problema de las tecnoadicciones y de como éstas influyen negativamente en el rendimiento escolar de los alumnos, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Informar, hacer reflexionar, prevenir y buscar soluciones a problema de las Tecnoadicciones en los estudiantes de Educación Secundaria, License: 'Creative Commons Reconocimiento-NoComercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use .","Presentación enriquecida (y gratis) sobre Las tecnoadicciones y el rendimiento escolar. Guía práctica para informar, detectar y prevenir el problema de las tecnoadicciones y de como éstas influyen negativamente en el rendimiento escolar de los alumnos","0.23809524","es","es","true","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 18",">18",""
"http://vishub.org/excursions/1105","Technology vocabulary","Technology vocabulary - Luis Vaquerizo","17","Technology vocabulary. This is a CLIL slide show  for 12 year old students., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Technology vocabulary. Technology vocabulary. This is a CLIL slide show  for 12 year old students.","0.17142858","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 13",">18",""
"http://vishub.org/excursions/1104","Technology contents","Technology contents - Luis Vaquerizo","17","Technology introduction. This is a CLIL slide show  for 12 year old students., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Technology contents. Technology introduction. This is a CLIL slide show  for 12 year old students.","0.17142858","en","en","true","mixed","null","","[lecture,  slide]","[[narrative text,  table,  FAQ]]","","very high","null","","12 - 13",">18",""
"http://vishub.org/excursions/1349","Gincana Xeolóxica 1","Gincana Xeolóxica 1 - Eva Pazos Malvido","20","Percorrido por Vilanova de Arousa identificando rochas.Grupo 1, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., Identificación de RochasCompetencia Iteracción co Mundo FísicoCompetencia social e cidadáAutonomía e iniciativa persoal/grupal, License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Gincana Xeolóxica 1. Percorrido por Vilanova de Arousa identificando rochas.
Grupo 1","0.074074075","no value","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 16",">18",""
"http://vishub.org/excursions/1348","EJERCICIOS DE CIRCUITOS RESISTIVOS EN SERIE","EJERCICIOS DE CIRCUITOS RESISTIVOS EN SERIE - Soy_Yo_mismo","15","EJERCICIOS DE CIRCUITOS RESISTIVOS EN SERIE, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about EJERCICIOS DE CIRCUITOS RESISTIVOS EN SERIE. EJERCICIOS DE CIRCUITOS RESISTIVOS EN SERIE","0.07462686","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","14 - 17",">18",""
"http://educainternet.es/excursions/168","Cómo buscar imágenes gratuitas en Internet","Cómo buscar imágenes gratuitas en Internet - Enrique","10","Excursión que explica cómo buscar imágenes gratuitas o que se puedan reutilizar sin preocupaciones, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://educainternet.es/terms_of_use ., ESte también está muy bien http://www.imcreator.com/free","Presentación enriquecida (y gratis) sobre Cómo buscar imágenes gratuitas en Internet. Excursión que explica cómo buscar imágenes gratuitas o que se puedan reutilizar sin preocupaciones","0.15662651","no value","es","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1101","Hackatin2014 #2 Moviendo a Cloudy","Hackatin2014 #2 Moviendo a Cloudy - Lourdes","10","En esta entrega aprenderás a mover a Cloudy, la pequeña mascota de Vish. Conseguirás que pueda recorrer la pantalla moviéndose arriba, abajo, a derecha y a izquierda., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Hackatin2014 #2 Moviendo a Cloudy. En esta entrega aprenderás a mover a Cloudy, la pequeña mascota de Vish. Conseguirás que pueda recorrer la pantalla moviéndose arriba, abajo, a derecha y a izquierda.","0.29885057","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1343","Proyectos electrónicos","Proyectos electrónicos - Mercedes Velasco Barbero","27","Proyecto 1: Detector de luz y presenciaProyecto 2: Detectores de Temperatura, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Proyectos electrónicos. Proyecto 1: Detector de luz y presencia
Proyecto 2: Detectores de Temperatura","0.12857144","es","en","false","mixed","null","","[lecture,  slide,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1100","Uso tecnología en IES David Buján","Uso tecnología en IES David Buján - Grupo investigación IES David Buján","38","Durante el año 2014-2015 iremos conociendo las costumbres de los alumnos/as  del IES David Buján, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Uso tecnología en IES David Buján. Durante el año 2014-2015 iremos conociendo las costumbres de los alumnos/as  del IES David Buján","0.18421052","es","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1342","Würth Museum","Würth Museum - Iñaki Salegui Ciordia","24","Schülerreise zum Würth Museum La Rioja, This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use .","Slides presentation about Würth Museum. Schülerreise zum Würth Museum La Rioja","0.07936508","de","en","false","mixed","null","","[lecture,  slide,  narrative text,  questionnaire]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
"http://vishub.org/excursions/1587","Habilidades científicas en Xplore Health","Habilidades científicas en Xplore Health - Jose Viñas","13","Reflexíón sobre las habilidades científicas requeridas en el nuevo currículum., This date represents the date the author finished the indicated version of the Learning Object., This date represents the date the author finished authoring the metadata of the indicated version of the Learning Object., License: 'Creative Commons Attribution-NonCommercial'. For additional information or questions regarding copyright, distribution and reproduction, visit http://vishub.org/terms_of_use ., Sencilla excursión  para  comprender  como desarrollar habilidades científicas a partir de un sencillo experimento. Buenísima!","Slides presentation about Habilidades científicas en Xplore Health. Reflexíón sobre las habilidades científicas requeridas en el nuevo currículum.","0.11904762","es","en","false","mixed","null","","[lecture,  slide,  narrative text]","[[narrative text,  table,  FAQ]]","","very high","null","","no value",">18",""
